0.37,1521,369,159,90,62,60,31,23,20,18,17,10,9,12,11,9,7,9,6,5,8,5,4,6,0,3,1,6,4,3,2,2,1,7,2,2,0,1,1,0,4,4,0,3,0,1,0,0,0,0,3,0,2,0,0,3,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0.38,1425,373,169,90,83,41,38,27,25,21,26,17,9,11,7,10,2,7,7,3,5,4,3,9,1,3,4,3,3,0,1,2,2,3,3,0,0,1,3,0,4,2,0,6,0,2,0,4,0,0,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.39,1352,300,148,88,65,52,34,18,28,8,13,13,17,10,11,9,6,5,3,7,8,7,2,4,1,4,4,10,0,2,3,3,1,0,1,1,0,1,5,0,2,0,0,0,0,2,1,3,0,0,3,0,2,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.4,1300,302,120,69,42,49,31,20,29,14,21,12,13,10,5,7,15,7,4,5,5,3,4,3,1,4,2,4,2,1,1,4,2,3,4,4,0,3,3,0,0,0,0,1,0,3,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.41,1230,264,114,84,52,46,41,26,21,15,24,10,7,11,10,5,10,4,4,5,4,1,6,3,3,5,2,4,3,1,0,1,0,2,3,1,0,1,4,0,2,2,0,1,0,3,0,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.42,1165,248,112,61,60,37,30,27,16,17,15,10,8,4,7,4,3,4,4,4,2,1,2,4,1,0,3,3,1,1,0,4,1,4,2,5,0,4,0,0,5,1,0,2,0,3,0,4,0,0,5,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.43,1122,307,128,60,45,34,15,19,23,17,15,7,7,9,8,7,4,1,5,1,7,7,4,0,2,4,0,7,1,0,2,0,0,1,4,1,0,1,1,0,1,0,0,4,0,1,0,2,0,0,0,0,3,0,0,2,0,0,2,0,0,0,4,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
0.44,1136,271,101,82,74,39,29,30,16,17,14,11,9,4,9,5,8,5,4,6,3,1,4,5,4,4,2,2,1,2,1,1,3,2,1,3,0,1,3,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45,1030,229,105,64,45,34,26,26,19,15,15,6,12,4,7,8,11,2,3,3,0,4,6,0,4,3,1,5,2,0,0,1,3,2,2,0,0,0,2,0,3,3,0,4,0,2,0,0,0,0,5,0,2,0,0,1,0,0,6,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0.46,1056,242,115,66,63,37,16,21,16,11,11,10,4,5,5,7,10,6,5,4,4,1,0,4,1,7,1,8,3,3,2,3,1,0,0,0,0,3,0,0,2,2,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.47,938,232,82,68,51,35,26,29,17,10,12,17,10,9,9,2,6,2,5,2,4,2,3,2,1,4,4,2,2,0,2,4,0,4,0,4,0,1,1,0,3,2,0,0,0,2,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.48,909,228,100,67,42,33,21,15,15,19,8,9,8,5,3,9,2,3,0,6,5,3,5,3,0,2,1,5,1,3,2,2,2,2,1,2,0,1,2,0,2,1,0,1,0,3,0,2,0,0,4,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.49,901,229,85,48,49,30,12,15,19,11,14,8,10,5,7,3,6,3,4,4,3,1,3,0,4,1,2,4,1,2,2,3,1,0,0,2,0,2,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.5,919,227,89,53,42,28,22,21,15,14,13,8,8,11,9,2,5,2,4,3,3,2,0,3,3,4,0,1,1,2,1,1,2,4,1,6,0,2,3,0,2,1,0,0,0,1,0,2,0,0,2,0,0,0,0,2,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.51,836,215,87,54,42,30,22,21,16,11,8,6,12,10,8,3,7,2,5,5,2,4,2,2,2,1,1,3,2,2,3,0,0,2,2,0,0,0,2,0,3,4,0,2,0,4,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.52,851,215,81,72,31,28,21,11,17,9,16,13,9,9,3,7,5,6,4,1,1,3,4,2,0,3,2,2,4,1,0,3,0,0,2,3,0,1,1,0,2,5,0,3,0,1,0,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.53,795,209,104,64,40,28,22,14,16,10,12,9,7,3,3,7,2,2,3,6,3,1,2,4,0,5,1,0,1,1,0,1,1,1,1,2,0,2,0,0,0,1,0,0,0,1,0,1,0,0,2,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.54,833,224,78,53,40,17,27,12,14,11,8,9,8,4,6,2,8,3,3,1,8,1,7,3,2,3,3,3,6,0,1,1,0,0,2,1,0,0,0,0,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.55,817,178,78,52,47,38,23,13,12,5,3,10,6,7,8,7,7,7,4,3,7,4,2,1,0,2,1,4,0,2,1,1,1,1,2,3,0,2,1,0,1,0,0,1,0,3,0,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.56,839,181,94,62,45,27,23,20,18,10,16,9,9,3,6,2,3,5,1,3,5,3,6,5,3,5,0,5,1,2,2,1,1,2,2,4,0,1,3,0,1,2,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.57,764,205,93,68,26,25,21,21,13,11,12,6,6,6,5,7,4,1,1,5,4,0,0,1,1,7,1,3,0,2,1,2,1,0,0,1,0,2,2,0,2,1,0,1,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.58,822,180,86,47,34,23,23,18,16,15,8,5,6,4,5,10,2,6,5,6,4,2,5,4,1,2,2,0,0,1,1,2,3,0,0,0,0,0,1,0,5,2,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0.59,789,191,69,68,41,24,21,9,10,8,12,9,7,9,3,2,7,3,6,3,4,2,4,6,3,8,0,1,2,1,2,0,3,2,3,0,0,3,1,0,0,0,0,2,0,4,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.6,778,193,81,59,33,23,16,16,16,7,11,5,5,3,10,4,7,2,3,3,4,1,5,2,2,3,1,6,0,0,3,1,2,4,2,1,0,4,4,0,1,2,0,2,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
